point,value
331,-242
332,-228
333,-216
334,-205
335,-195
336,-188
337,-182
338,-178
339,-175
340,-175
341,-176
342,-178
343,-181
344,-185
345,-189
346,-193
347,-197
348,-200
349,-203
350,-206
351,-207
352,-208
353,-208
354,-206
355,-203
356,-199
357,-194
358,-187
359,-179
360,-170
361,-161
362,-151
363,-142
364,-132
365,-122
366,-112
367,-102
368,-93
369,-84
370,-76
371,-69
372,-62
373,-57
374,-53
375,-50
376,-49
377,-48
378,-47
379,-48
380,-48
381,-49
382,-50
383,-51
384,-51
385,-52
386,-52
387,-51
388,-49
389,-47
390,-42
391,-36
392,-29
393,-21
394,-12
395,-2
396,8
397,19
398,31
399,42
400,54
401,65
402,76
403,86
404,95
405,102
406,108
407,113
408,116
409,117
410,117
411,116
412,114
413,111
414,107
415,103
416,99
417,94
418,90
419,86
420,83
421,80
422,78
423,77
424,76
425,76
426,77
427,78
428,80
429,81
430,82
431,83
432,83
433,82
434,80
435,77
436,73
437,69
438,66
439,64
440,64
441,67
442,71
443,77
444,83
445,87
446,87
447,82
448,69
449,55
450,38
451,20
452,-1
453,-31
454,-62
455,-79
456,-66
457,-8
458,90
459,215
460,350
461,481
462,606
463,725
464,825
465,892
466,909
467,868
468,783
469,667
470,539
471,412
472,286
473,162
474,44
475,-61
476,-145
477,-201
478,-231
479,-237
480,-225
481,-198
482,-161
483,-118
484,-77
485,-41
486,-11
487,10
488,26
489,36
490,40
491,42
492,42
493,44
494,48
495,54
496,61
497,69
498,77
499,85
500,92
501,96
502,99
503,98
504,96
505,92
506,86
507,80
508,72
509,65
510,58
511,52
512,47
513,42
514,38
515,36
516,35
517,35
518,36
519,38
520,41
521,45
522,50
523,56
524,63
525,69
526,76
527,84
528,91
529,98
530,105
531,112
532,119
533,125
534,132
535,138
536,144
537,149
538,154
539,159
540,164
541,168
542,173
543,177
544,182
545,186
546,190
547,195
548,200
549,205
550,210
551,216
552,221
553,228
554,234
555,241
556,248
557,255
558,263
559,270
560,277
561,284
562,291
563,297
564,301
565,305
566,308
567,310
568,310
569,308
570,305
571,301
572,294
573,286
574,277
575,265
576,253
577,239
578,224
579,209
580,193
581,176
582,160
583,144
584,128
585,112
586,98
587,84
588,72
589,61
590,51
591,42
592,35
593,29
594,24
595,21
596,18
597,15
598,14
599,13
600,12
601,12
602,11
603,10
604,9
605,8
606,7
607,4
608,2
609,0
610,-3
611,-7
612,-11
613,-15
614,-20
615,-24
616,-28
617,-33
618,-37
619,-41
620,-44
621,-48
622,-51
623,-53
624,-55
625,-57
626,-58
627,-60
628,-60
629,-61
630,-61
631,-61
632,-61
633,-61
634,-60
635,-60
636,-59
637,-58
638,-58
639,-57
640,-56
641,-55
642,-54
643,-53
644,-51
645,-50
646,-49
647,-47
648,-46
649,-44
650,-42
651,-41
652,-39
653,-37
654,-35
655,-33
656,-31
657,-29
658,-27
659,-25
660,-22
661,-20
662,-18
663,-15
664,-13
665,-10
666,-8
667,-5
668,-2
669,0
670,2
671,5
672,8
673,11
674,13
675,16
676,18
677,20
678,23
679,25
680,27
681,28
682,30
683,31
684,33
685,34
686,35
687,37
688,39
689,40
690,43
691,45
692,48
693,51
694,55
695,60
696,64
697,70
698,75
699,81
700,86
701,92
702,97
703,102
704,106
705,109
706,112
707,113
708,113
709,112
710,109
711,105
712,99
713,91
714,82
715,72
716,61
717,49
718,37
719,24
720,11
721,-1
722,-14
723,-26
724,-37
725,-47
726,-56
727,-64
728,-71
729,-76
730,-79
731,-82
732,-82
733,-82
734,-81
735,-79
736,-76
737,-72
738,-68
739,-63
740,-58
741,-53
742,-48
743,-42
744,-37
745,-32
746,-27
747,-22
748,-18
749,-14
750,-10
751,-6
752,-3
753,-2
754,-2
755,-5
756,-9
757,-15
758,-22
759,-31
760,-40
761,-48
762,-53
763,-55
764,-54
765,-51
766,-46
767,-39
768,-34
769,-31
770,-36
771,-50
772,-74
773,-108
774,-152
775,-204
776,-261
777,-318
778,-369
779,-407
780,-427
781,-424
782,-396
783,-341
784,-259
785,-153
786,-31
787,98
788,227
789,346
790,446
791,519
792,558
793,562
794,530
795,464
796,371
797,257
798,133
799,6
800,-114
801,-220
802,-307
803,-371
804,-410
805,-425
806,-421
807,-402
808,-372
809,-337
810,-300
811,-268
812,-242
813,-223
814,-211
815,-204
816,-201
817,-201
818,-202
819,-201
820,-198
821,-192
822,-185
823,-176
824,-166
825,-157
826,-147
827,-139
828,-133
829,-128
830,-125
831,-124
832,-123
833,-122
834,-122
835,-122
836,-122
837,-121
838,-120
839,-119
840,-116
841,-114
842,-110
843,-106
844,-102
845,-97
846,-91
847,-85
848,-78
849,-71
850,-64
851,-57
852,-49
853,-41
854,-34
855,-27
856,-20
857,-13
858,-6
859,0
860,6
861,12
862,18
863,24
864,30
865,35
866,41
867,47
868,53
869,60
870,66
871,73
872,81
873,88
874,97
875,105
876,114
877,124
878,134
879,143
880,154
881,164
882,174
883,184
884,194
885,203
886,212
887,220
888,227
889,233
890,238
891,242
892,245
893,247
894,247
895,246
896,244
897,241
898,237
899,232
900,226
901,219
902,212
903,205
904,197
905,189
906,180
907,172
908,164
909,156
910,148
911,140
912,132
913,125
914,118
915,111
916,104
917,97
918,90
919,83
920,77
921,70
922,63
923,56
924,49
925,42
926,35
927,28
928,21
929,15
930,8
931,1
932,-4
933,-11
934,-17
935,-22
936,-28
937,-33
938,-38
939,-43
940,-47
941,-52
942,-56
943,-60
944,-63
945,-66
946,-70
947,-73
948,-75
949,-78
950,-81
951,-83
952,-85
953,-88
954,-90
955,-92
956,-94
957,-95
958,-97
959,-99
960,-100
961,-102
962,-103
963,-105
964,-106
965,-107
966,-108
967,-109
968,-110
969,-111
970,-112
971,-112
972,-113
973,-113
974,-113
975,-113
976,-113
977,-112
978,-112
979,-111
980,-110
981,-109
982,-107
983,-106
984,-104
985,-101
986,-99
987,-96
988,-93
989,-90
990,-87
991,-83
992,-79
993,-75
994,-71
995,-66
996,-62
997,-57
998,-52
999,-47
1000,-41
1001,-36
1002,-31
1003,-25
1004,-20
1005,-15
1006,-9
1007,-4
1008,0
1009,5
1010,10
1011,15
1012,20
1013,24
1014,28
1015,32
1016,36
1017,40
1018,43
1019,45
1020,48
1021,50
1022,52
1023,53
1024,54
1025,55
1026,55
1027,55
1028,55
1029,54
1030,53
1031,52
1032,50
1033,48
1034,46
1035,43
1036,40
1037,37
1038,34
1039,30
1040,26
1041,23
1042,19
1043,14
1044,10
1045,6
1046,1
1047,-3
1048,-7
1049,-12
1050,-17
1051,-22
1052,-27
1053,-32
1054,-36
1055,-41
1056,-46
1057,-50
1058,-55
1059,-59
1060,-63
1061,-66
1062,-69
1063,-71
1064,-72
1065,-73
1066,-73
1067,-73
1068,-72
1069,-70
1070,-68
1071,-65
1072,-61
1073,-58
1074,-54
1075,-50
1076,-47
1077,-44
1078,-42
1079,-41
1080,-41
1081,-42
1082,-45
1083,-50
1084,-56
1085,-64
1086,-72
1087,-80
1088,-87
1089,-92
1090,-95
1091,-96
1092,-94
1093,-92
1094,-91
1095,-94
1096,-102
1097,-118
1098,-142
1099,-172
1100,-203
1101,-235
1102,-261
1103,-280
1104,-291
1105,-283
1106,-248
1107,-179
1108,-75
1109,50
1110,185
1111,320
1112,450
1113,574
1114,683
1115,753
1116,765
1117,706
1118,585
1119,429
1120,265
1121,111
1122,-23
1123,-142
1124,-246
1125,-331
1126,-392
1127,-425
1128,-430
1129,-414
1130,-380
1131,-337
1132,-291
1133,-247
1134,-210
1135,-181
1136,-160
1137,-148
1138,-141
1139,-138
1140,-137
1141,-135
1142,-131
1143,-125
1144,-116
1145,-105
1146,-94
1147,-84
1148,-75
1149,-68
1150,-64
1151,-63
1152,-65
1153,-69
1154,-75
1155,-82
1156,-91
1157,-100
1158,-110
1159,-119
1160,-127
1161,-135
1162,-142
1163,-149
1164,-154
1165,-157
1166,-160
1167,-161
1168,-160
1169,-159
1170,-156
1171,-152
1172,-147
1173,-141
1174,-134
1175,-127
1176,-120
1177,-112
1178,-104
1179,-96
1180,-87
1181,-79
1182,-70
1183,-62
1184,-53
1185,-45
1186,-36
1187,-28
1188,-19
1189,-11
1190,-2
1191,6
1192,15
1193,24
1194,33
1195,42
1196,50
1197,59
1198,68
1199,77
1200,85
1201,93
1202,101
1203,109
1204,117
1205,124
1206,131
1207,138
1208,144
1209,151
1210,157
1211,162
1212,168
1213,173
1214,178
1215,183
1216,187
1217,191
1218,194
1219,197
1220,199
1221,201
1222,202
1223,202
1224,202
1225,200
1226,198
1227,195
1228,190
1229,185
1230,178
1231,171
1232,162
1233,153
1234,143
1235,133
1236,122
1237,111
1238,100
1239,88
1240,77
1241,66
1242,55
1243,44
1244,35
1245,26
1246,17
1247,10
1248,3
1249,-1
1250,-6
1251,-11
1252,-14
1253,-17
1254,-20
1255,-22
1256,-24
1257,-25
1258,-26
1259,-28
1260,-29
1261,-30
1262,-31
1263,-32
1264,-34
1265,-36
1266,-37
1267,-39
1268,-41
1269,-43
1270,-45
1271,-47
1272,-48
1273,-50
1274,-51
1275,-52
1276,-54
1277,-54
1278,-55
1279,-56
1280,-56
1281,-56
1282,-56
1283,-55
1284,-55
1285,-54
1286,-54
1287,-53
1288,-52
1289,-52
1290,-51
1291,-50
1292,-49
1293,-48
1294,-47
1295,-46
1296,-45
1297,-44
1298,-42
1299,-41
1300,-39
1301,-38
1302,-36
1303,-34
1304,-32
1305,-30
1306,-27
1307,-25
1308,-22
1309,-19
1310,-16
1311,-13
1312,-10
1313,-6
1314,-3
1315,0
1316,4
1317,8
1318,12
1319,16
1320,20
1321,24
1322,28
1323,33
1324,37
1325,41
1326,45
1327,50
1328,54
1329,58
1330,62
1331,65
1332,69
1333,73
1334,76
1335,79
1336,82
1337,85
1338,87
1339,89
1340,91
1341,93
1342,94
1343,95
1344,96
1345,96
1346,97
1347,96
1348,96
1349,95
1350,94
1351,93
1352,91
1353,89
1354,87
1355,84
1356,82
1357,79
1358,75
1359,72
1360,68
1361,65
1362,61
1363,57
1364,53
1365,49
1366,45
1367,41
1368,37
1369,32
1370,28
1371,24
1372,20
1373,15
1374,11
1375,7
1376,3
1377,0
1378,-4
1379,-7
1380,-11
1381,-14
1382,-16
1383,-19
1384,-21
1385,-22
1386,-23
1387,-23
1388,-23
1389,-23
1390,-22
1391,-21
1392,-19
1393,-18
1394,-16
1395,-15
1396,-14
1397,-14
1398,-14
1399,-16
1400,-19
1401,-22
1402,-26
1403,-30
1404,-33
1405,-34
1406,-34
1407,-31
1408,-27
1409,-21
1410,-16
1411,-15
1412,-18
1413,-27
1414,-45
1415,-69
1416,-100
1417,-134
1418,-165
1419,-188
1420,-198
1421,-188
1422,-156
1423,-98
1424,-16
1425,87
1426,205
1427,329
1428,451
1429,558
1430,642
1431,694
1432,712
1433,695
1434,642
1435,557
1436,444
1437,305
1438,158
1439,17
1440,-104
1441,-191
1442,-246
1443,-274
1444,-280
1445,-274
1446,-258
1447,-231
1448,-198
1449,-160
1450,-124
1451,-95
1452,-74
1453,-60
1454,-51
1455,-46
1456,-44
1457,-42
1458,-39
1459,-34
1460,-26
1461,-17
1462,-7
1463,2
1464,12
1465,21
1466,28
1467,33
1468,35
1469,35
1470,33
1471,30
1472,25
1473,20
1474,15
1475,10
1476,6
1477,1
1478,-1
1479,-4
1480,-7
1481,-8
1482,-9
1483,-9
1484,-8
1485,-6
1486,-3
1487,0
1488,4
1489,9
1490,14
1491,19
1492,25
1493,31
1494,36
1495,42
1496,48
1497,54
1498,59
1499,65
1500,71
1501,76
1502,82
1503,88
1504,93
1505,99
1506,104
1507,109
1508,115
1509,120
1510,126
1511,131
1512,136
1513,141
1514,146
1515,151
1516,156
1517,161
1518,166
1519,171
1520,176
1521,181
1522,187
1523,192
1524,198
1525,205
1526,211
1527,218
1528,225
1529,232
1530,239
1531,247
1532,254
1533,261
1534,268
1535,274
1536,280
1537,285
1538,288
1539,290
1540,291
1541,291
1542,289
1543,285
1544,279
1545,272
1546,263
1547,253
1548,241
1549,227
1550,212
1551,196
1552,180
1553,163
1554,146
1555,128
1556,111
1557,95
1558,79
1559,63
1560,49
1561,36
1562,24
1563,14
1564,5
1565,-1
1566,-7
1567,-12
1568,-16
1569,-19
1570,-21
1571,-22
1572,-23
1573,-23
1574,-23
1575,-23
1576,-23
1577,-23
1578,-23
1579,-24
1580,-25
1581,-27
1582,-28
1583,-30
1584,-33
1585,-36
1586,-38
1587,-42
1588,-45
1589,-48
1590,-51
1591,-54
1592,-57
1593,-59
1594,-61
1595,-63
1596,-65
1597,-66
1598,-67
1599,-67
1600,-68
1601,-68
1602,-68
1603,-68
1604,-67
1605,-66
1606,-66
1607,-65
1608,-64
1609,-63
1610,-62
1611,-61
1612,-60
1613,-59
1614,-58
1615,-57
1616,-55
1617,-54
1618,-53
1619,-51
1620,-49
1621,-48
1622,-46
1623,-44
1624,-42
1625,-40
1626,-38
1627,-35
1628,-33
1629,-30
1630,-28
1631,-25
1632,-23
1633,-20
1634,-18
1635,-15
1636,-12
1637,-10
1638,-7
1639,-5
1640,-2
1641,0
1642,2
1643,4
1644,6
1645,8
1646,10
1647,12
1648,14
1649,15
1650,16
1651,18
1652,18
1653,19
1654,20
1655,20
1656,20
1657,20
1658,20
1659,20
1660,19
1661,18
1662,17
1663,15
1664,14
1665,12
1666,10
1667,8
1668,5
1669,3
1670,0
1671,-2
1672,-5
1673,-8
1674,-12
1675,-15
1676,-18
1677,-22
1678,-26
1679,-29
1680,-33
1681,-37
1682,-40
1683,-44
1684,-48
1685,-52
1686,-56
1687,-60
1688,-64
1689,-68
1690,-72
1691,-75
1692,-79
1693,-82
1694,-85
1695,-88
1696,-90
1697,-92
1698,-94
1699,-95
1700,-96
1701,-96
1702,-96
1703,-95
1704,-94
1705,-93
1706,-92
1707,-91
1708,-91
1709,-91
1710,-92
1711,-93
1712,-96
1713,-100
1714,-106
1715,-111
1716,-116
1717,-120
1718,-123
1719,-124
1720,-123
1721,-120
1722,-116
1723,-114
1724,-115
1725,-121
1726,-132
1727,-152
1728,-178
1729,-209
1730,-241
1731,-269
1732,-289
1733,-295
1734,-281
1735,-244
1736,-181
1737,-95
1738,5
1739,117
1740,232
1741,349
1742,467
1743,575
1744,657
1745,698
1746,680
1747,602
1748,479
1749,323
1750,163
1751,16
1752,-114
1753,-217
1754,-297
1755,-357
1756,-394
1757,-414
1758,-416
1759,-398
1760,-364
1761,-316
1762,-262
1763,-210
1764,-163
1765,-124
1766,-94
1767,-74
1768,-63
1769,-61
1770,-67
1771,-77
1772,-90
1773,-103
1774,-113
1775,-122
1776,-127
1777,-128
1778,-125
1779,-119
1780,-111
1781,-104
1782,-97
1783,-91
1784,-87
1785,-84
1786,-83
1787,-83
1788,-85
1789,-86
1790,-86
1791,-87
1792,-86
1793,-85
1794,-84
1795,-82
1796,-79
1797,-77
1798,-74
1799,-70
1800,-67
1801,-63
1802,-59
1803,-55
1804,-51
1805,-47
1806,-43
1807,-39
1808,-34
1809,-30
1810,-25
1811,-21
1812,-16
1813,-11
1814,-6
1815,-1
1816,3
1817,9
1818,14
1819,20
1820,25
1821,31
1822,37
1823,42
1824,48
1825,54
1826,60
1827,66
1828,72
1829,78
1830,84
1831,90
1832,95
1833,101
1834,107
1835,113
1836,119
1837,125
1838,131
1839,138
1840,144
1841,150
1842,155
1843,161
1844,166
1845,170
1846,174
1847,178
1848,181
1849,183
1850,184
1851,184
1852,183
1853,181
1854,178
1855,174
1856,169
1857,162
1858,155
1859,147
1860,139
1861,129
1862,120
1863,110
1864,99
1865,88
1866,78
1867,67
1868,56
1869,46
1870,35
1871,25
1872,16
1873,7
1874,-1
1875,-9
1876,-17
1877,-25
1878,-32
1879,-39
1880,-46
1881,-52
1882,-58
1883,-63
1884,-68
1885,-73
1886,-77
1887,-82
1888,-86
1889,-89
1890,-93
1891,-96
1892,-99
1893,-101
1894,-103
1895,-105
1896,-107
1897,-108
1898,-110
1899,-111
1900,-112
1901,-113
1902,-113
1903,-114
1904,-114
1905,-114
1906,-114
1907,-114
1908,-113
1909,-113
1910,-112
1911,-112
1912,-111
1913,-111
1914,-110
1915,-109
1916,-109
1917,-108
1918,-107
1919,-106
1920,-105
1921,-104
1922,-103
1923,-103
1924,-102
1925,-101
1926,-100
1927,-99
1928,-98
1929,-97
1930,-96
1931,-95
1932,-94
1933,-93
1934,-91
1935,-90
1936,-88
1937,-87
1938,-85
1939,-83
1940,-81
1941,-79
1942,-77
1943,-75
1944,-72
1945,-70
1946,-67
1947,-65
1948,-62
1949,-60
1950,-57
1951,-54
1952,-51
1953,-48
1954,-46
1955,-43
1956,-40
1957,-38
1958,-35
1959,-33
1960,-30
1961,-28
1962,-26
1963,-24
1964,-22
1965,-21
1966,-19
1967,-18
1968,-17
1969,-16
1970,-16
1971,-16
1972,-16
1973,-16
1974,-17
1975,-18
1976,-19
1977,-20
1978,-22
1979,-24
1980,-26
1981,-28
1982,-31
1983,-34
1984,-37
1985,-40
1986,-44
1987,-47
1988,-51
1989,-55
1990,-58
1991,-62
1992,-66
1993,-70
1994,-74
1995,-78
1996,-82
1997,-86
1998,-90
1999,-94
2000,-98
2001,-102
2002,-106
2003,-110
2004,-114
2005,-117
2006,-121
2007,-124
2008,-127
2009,-129
2010,-132
2011,-133
2012,-134
2013,-135
2014,-135
2015,-135
2016,-134
2017,-133
2018,-131
2019,-129
2020,-127
2021,-125
2022,-123
2023,-121
2024,-121
2025,-121
2026,-123
2027,-126
2028,-129
2029,-131
2030,-133
2031,-134
2032,-133
2033,-130
2034,-125
2035,-120
2036,-116
2037,-116
2038,-121
2039,-134
2040,-154
2041,-182
2042,-216
2043,-253
2044,-288
2045,-315
2046,-329
2047,-324
2048,-296
2049,-242
2050,-164
2051,-62
2052,55
2053,182
2054,310
2055,428
2056,527
2057,599
2058,638
2059,639
2060,603
2061,531
2062,429
2063,303
2064,164
2065,20
2066,-119
2067,-245
2068,-350
2069,-429
2070,-480
2071,-501
2072,-496
2073,-468
2074,-422
2075,-363
2076,-298
2077,-233
2078,-173
2079,-123
2080,-83
2081,-55
2082,-40
2083,-36
2084,-41
2085,-51
2086,-63
2087,-75
2088,-85
2089,-91
2090,-93
2091,-91
2092,-85
2093,-77
2094,-69
2095,-62
2096,-56
2097,-53
2098,-52
2099,-53
2100,-57
2101,-61
2102,-66
2103,-71
2104,-76
2105,-79
2106,-82
2107,-84
2108,-84
2109,-84
2110,-83
2111,-80
2112,-77
2113,-74
2114,-69
2115,-64
2116,-59
2117,-54
2118,-48
2119,-42
2120,-36
2121,-30
2122,-23
2123,-17
2124,-11
2125,-4
2126,1
2127,7
2128,13
2129,19
2130,25
2131,31
2132,37
2133,43
2134,49
2135,55
2136,61
2137,67
2138,73
2139,79
2140,86
2141,92
2142,99
2143,106
2144,113
2145,121
2146,129
2147,138
2148,146
2149,155
2150,164
2151,174
2152,183
2153,192
2154,201
2155,210
2156,218
2157,226
2158,233
2159,240
2160,245
2161,249
2162,252
2163,253
2164,254
2165,253
2166,251
2167,247
2168,242
2169,236
2170,229
2171,220
2172,211
2173,201
2174,190
2175,179
2176,167
2177,155
2178,142
2179,130
2180,117
2181,105
2182,93
2183,82
2184,71
2185,60
2186,50
2187,41
2188,32
2189,24
2190,17
2191,10
2192,4
2193,0
2194,-4
2195,-8
2196,-11
2197,-14
2198,-17
2199,-19
2200,-21
2201,-23
2202,-24
2203,-26
2204,-27
2205,-29
2206,-30
2207,-32
2208,-34
2209,-35
2210,-37
2211,-39
2212,-41
2213,-44
2214,-46
2215,-47
2216,-49
2217,-51
2218,-52
2219,-54
2220,-55
2221,-56
2222,-56
2223,-57
2224,-57
2225,-57
2226,-57
2227,-57
2228,-57
2229,-56
2230,-56
2231,-55
2232,-55
2233,-54
2234,-53
2235,-52
2236,-52
2237,-51
2238,-50
2239,-49
2240,-48
2241,-47
2242,-46
2243,-45
2244,-44
2245,-42
2246,-41
2247,-39
2248,-37
2249,-35
2250,-33
2251,-31
2252,-29
2253,-26
2254,-24
2255,-21
2256,-18
2257,-15
2258,-12
2259,-9
2260,-5
2261,-2
2262,1
2263,4
2264,8
2265,11
2266,15
2267,18
2268,22
2269,26
2270,29
2271,32
2272,36
2273,39
2274,42
2275,45
2276,48
2277,50
2278,53
2279,55
2280,57
2281,59
2282,61
2283,62
2284,63
2285,64
2286,64
2287,65
2288,65
2289,65
2290,64
2291,63
2292,62
2293,61
2294,60
2295,58
2296,56
2297,54
2298,51
2299,49
2300,46
2301,43
2302,40
2303,37
2304,34
2305,31
2306,27
2307,24
2308,20
2309,17
2310,13
2311,9
2312,5
2313,2
2314,-1
2315,-4
2316,-8
2317,-12
2318,-15
2319,-19
2320,-22
2321,-25
2322,-27
2323,-30
2324,-32
2325,-33
2326,-34
2327,-34
2328,-33
2329,-32
2330,-31
2331,-29
2332,-27
2333,-23
2334,-20
2335,-16
2336,-13
2337,-10
2338,-8
2339,-7
2340,-6
2341,-7
2342,-10
2343,-13
2344,-16
2345,-18
2346,-18
2347,-18
2348,-15
2349,-11
2350,-6
2351,-1
2352,1
2353,-1
2354,-11
2355,-26
2356,-50
2357,-81
2358,-118
2359,-158
2360,-195
2361,-223
2362,-238
2363,-236
2364,-212
2365,-164
2366,-91
2367,5
2368,119
2369,243
2370,371
2371,494
2372,603
2373,690
2374,747
2375,770
2376,756
2377,707
2378,625
2379,517
2380,391
2381,254
2382,118
2383,-9
2384,-120
2385,-208
2386,-268
2387,-301
2388,-308
2389,-292
2390,-258
2391,-211
2392,-158
2393,-105
2394,-58
2395,-20
2396,7
2397,26
2398,34
2399,33
2400,26
2401,16
2402,7
2403,0
2404,-3
2405,-3
2406,0
2407,8
2408,20
2409,34
2410,48
2411,61
2412,72
2413,82
2414,89
2415,94
2416,97
2417,97
2418,97
2419,96
2420,95
2421,94
2422,92
2423,91
2424,90
2425,89
2426,88
2427,87
2428,87
2429,86
2430,87
2431,88
2432,90
2433,92
2434,95
2435,99
2436,103
2437,108
2438,114
2439,120
2440,126
2441,133
2442,141
2443,149
2444,157
2445,165
2446,174
2447,183
2448,192
2449,200
2450,209
2451,217
2452,226
2453,234
2454,242
2455,250
2456,258
2457,265
2458,272
2459,279
2460,285
2461,291
2462,297
2463,302
2464,308
2465,313
2466,318
2467,323
2468,328
2469,333
2470,337
2471,342
2472,347
2473,352
2474,356
2475,360
2476,365
2477,368
2478,372
2479,374
2480,377
2481,378
2482,379
2483,380
2484,379
2485,377
2486,374
2487,371
2488,366
2489,360
2490,353
2491,346
2492,337
2493,328
2494,319
2495,309
2496,298
2497,288
2498,277
2499,266
2500,255
2501,245
2502,235
2503,225
2504,215
2505,207
2506,198
2507,190
2508,183
2509,176
2510,170
2511,164
2512,158
2513,153
2514,149
2515,145
2516,141
2517,137
2518,134
2519,131
2520,129
2521,127
2522,124
2523,123
2524,121
2525,120
2526,120
2527,119
2528,119
2529,119
2530,120
2531,120
2532,122
2533,123
2534,125
2535,127
2536,129
2537,132
2538,135
2539,138
2540,141
2541,144
2542,147
2543,150
2544,153
2545,155
2546,157
2547,160
2548,161
2549,163
2550,164
2551,164
2552,164
2553,164
2554,164
2555,164
2556,164
2557,164
2558,164
2559,164
2560,165
2561,166
2562,168
2563,170
2564,172
2565,175
2566,179
2567,182
2568,185
2569,187
2570,188
2571,187
2572,185
2573,181
2574,176
2575,171
2576,165
2577,161
2578,158
2579,157
2580,154
2581,150
2582,143
2583,132
2584,113
2585,86
2586,49
2587,1
2588,-52
2589,-112
2590,-175
2591,-238
2592,-297
2593,-348
2594,-390
2595,-420
2596,-440
2597,-449
2598,-451
2599,-448
2600,-441
2601,-432
2602,-424
2603,-418
2604,-415
2605,-413
2606,-413
2607,-412
2608,-411
2609,-409
2610,-405
2611,-400
2612,-394
2613,-387
2614,-380
2615,-374
2616,-369
2617,-365
2618,-362
2619,-361
2620,-362
2621,-364
2622,-367
2623,-371
2624,-375
2625,-381
2626,-386
2627,-392
2628,-397
2629,-403
2630,-408
2631,-413
2632,-417
2633,-420
2634,-423
2635,-425
2636,-426
2637,-427
2638,-427
2639,-427
2640,-426
2641,-424
2642,-423
2643,-421
2644,-419
2645,-417
2646,-415
2647,-413
2648,-411
2649,-409
2650,-407
2651,-405
2652,-403
2653,-401
2654,-399
2655,-397
2656,-394
2657,-391
2658,-388
2659,-385
2660,-382
2661,-378
2662,-375
2663,-371
2664,-368
2665,-365
2666,-363
2667,-362
2668,-362
2669,-363
2670,-363
2671,-364
2672,-363
2673,-361
2674,-356
2675,-350
2676,-341
2677,-332
2678,-325
2679,-322
2680,-325
2681,-335
2682,-355
2683,-382
2684,-415
2685,-452
2686,-485
2687,-509
2688,-517
2689,-506
