point,value
2690,-469
2691,-405
2692,-317
2693,-207
2694,-82
2695,49
2696,176
2697,289
2698,378
2699,436
2700,465
2701,460
2702,420
2703,344
2704,226
2705,76
2706,-81
2707,-228
2708,-340
2709,-407
2710,-442
2711,-456
2712,-462
2713,-466
2714,-462
2715,-446
2716,-417
2717,-379
2718,-342
2719,-311
2720,-287
2721,-270
2722,-257
2723,-248
2724,-242
2725,-238
2726,-232
2727,-225
2728,-216
2729,-205
2730,-193
2731,-180
2732,-169
2733,-158
2734,-149
2735,-142
2736,-138
2737,-136
2738,-136
2739,-137
2740,-139
2741,-142
2742,-145
2743,-148
2744,-150
2745,-152
2746,-154
2747,-155
2748,-156
2749,-156
2750,-154
2751,-152
2752,-149
2753,-145
2754,-141
2755,-135
2756,-129
2757,-123
2758,-116
2759,-109
2760,-102
2761,-94
2762,-87
2763,-79
2764,-72
2765,-65
2766,-57
2767,-50
2768,-42
2769,-35
2770,-27
2771,-20
2772,-12
2773,-5
2774,2
2775,10
2776,18
2777,26
2778,35
2779,43
2780,52
2781,61
2782,69
2783,78
2784,87
2785,96
2786,104
2787,113
2788,121
2789,130
2790,138
2791,146
2792,153
2793,161
2794,168
2795,174
2796,181
2797,187
2798,192
2799,197
2800,202
2801,206
2802,209
2803,212
2804,215
2805,217
2806,219
2807,220
2808,221
2809,221
2810,221
2811,221
2812,220
2813,218
2814,216
2815,213
2816,210
2817,207
2818,203
2819,198
2820,193
2821,187
2822,180
2823,173
2824,165
2825,156
2826,147
2827,138
2828,128
2829,118
2830,109
2831,99
2832,89
2833,80
2834,70
2835,61
2836,53
2837,46
2838,39
2839,33
2840,28
2841,23
2842,20
2843,17
2844,15
2845,14
2846,13
2847,12
2848,12
2849,12
2850,13
2851,13
2852,14
2853,14
2854,15
2855,15
2856,16
2857,16
2858,16
2859,15
2860,15
2861,15
2862,15
2863,15
2864,15
2865,15
2866,16
2867,16
2868,16
2869,17
2870,18
2871,19
2872,20
2873,21
2874,22
2875,23
2876,25
2877,26
2878,27
2879,28
2880,29
2881,30
2882,31
2883,32
2884,32
2885,33
2886,33
2887,34
2888,34
2889,34
2890,35
2891,35
2892,35
2893,35
2894,35
2895,35
2896,35
2897,35
2898,35
2899,36
2900,36
2901,36
2902,37
2903,37
2904,37
2905,38
2906,39
2907,39
2908,40
2909,41
2910,42
2911,43
2912,45
2913,46
2914,48
2915,49
2916,51
2917,53
2918,55
2919,57
2920,59
2921,61
2922,63
2923,65
2924,68
2925,70
2926,72
2927,75
2928,77
2929,80
2930,82
2931,84
2932,87
2933,89
2934,91
2935,93
2936,95
2937,97
2938,99
2939,101
2940,103
2941,104
2942,105
2943,107
2944,108
2945,108
2946,109
2947,109
2948,110
2949,110
2950,109
2951,109
2952,108
2953,108
2954,107
2955,105
2956,104
2957,102
2958,100
2959,98
2960,96
2961,94
2962,91
2963,89
2964,86
2965,83
2966,80
2967,77
2968,73
2969,70
2970,67
2971,63
2972,60
2973,56
2974,52
2975,48
2976,45
2977,41
2978,37
2979,33
2980,29
2981,25
2982,22
2983,18
2984,15
2985,12
2986,10
2987,8
2988,6
2989,5
2990,5
2991,5
2992,5
2993,6
2994,8
2995,10
2996,12
2997,14
2998,17
2999,19
3000,21
3001,23
3002,23
3003,23
3004,21
3005,17
3006,13
3007,7
3008,2
3009,-3
3010,-7
3011,-10
3012,-11
3013,-9
3014,-7
3015,-6
3016,-7
3017,-13
3018,-25
3019,-44
3020,-70
3021,-102
3022,-138
3023,-173
3024,-200
3025,-215
3026,-212
3027,-187
3028,-136
3029,-60
3030,40
3031,158
3032,287
3033,417
3034,539
3035,643
3036,720
3037,763
3038,769
3039,736
3040,667
3041,566
3042,442
3043,302
3044,158
3045,17
3046,-112
3047,-221
3048,-307
3049,-366
3050,-397
3051,-403
3052,-387
3053,-352
3054,-304
3055,-248
3056,-190
3057,-136
3058,-88
3059,-49
3060,-21
3061,-6
3062,-3
3063,-9
3064,-23
3065,-41
3066,-61
3067,-80
3068,-96
3069,-107
3070,-112
3071,-112
3072,-108
3073,-100
3074,-91
3075,-81
3076,-73
3077,-66
3078,-62
3079,-60
3080,-59
3081,-60
3082,-62
3083,-64
3084,-65
3085,-66
3086,-66
3087,-65
3088,-64
3089,-62
3090,-60
3091,-57
3092,-55
3093,-52
3094,-49
3095,-45
3096,-42
3097,-38
3098,-34
3099,-30
3100,-25
3101,-21
3102,-17
3103,-12
3104,-7
3105,-3
3106,1
3107,6
3108,11
3109,17
3110,22
3111,28
3112,33
3113,39
3114,45
3115,50
3116,56
3117,62
3118,69
3119,75
3120,81
3121,87
3122,93
3123,99
3124,105
3125,111
3126,117
3127,122
3128,128
3129,133
3130,138
3131,143
3132,147
3133,151
3134,155
3135,158
3136,161
3137,164
3138,166
3139,168
3140,169
3141,170
3142,170
3143,170
3144,169
3145,168
3146,167
3147,165
3148,162
3149,159
3150,156
3151,152
3152,147
3153,143
3154,138
3155,132
3156,127
3157,121
3158,114
3159,108
3160,101
3161,94
3162,87
3163,79
3164,72
3165,65
3166,57
3167,50
3168,42
3169,35
3170,28
3171,21
3172,14
3173,7
3174,0
3175,-5
3176,-11
3177,-17
3178,-23
3179,-28
3180,-33
3181,-38
3182,-42
3183,-46
3184,-50
3185,-53
3186,-56
3187,-59
3188,-61
3189,-63
3190,-65
3191,-66
3192,-68
3193,-68
3194,-69
3195,-69
3196,-69
3197,-69
3198,-69
3199,-68
3200,-68
3201,-67
3202,-66
3203,-64
3204,-63
3205,-62
3206,-60
3207,-59
3208,-57
3209,-55
3210,-54
3211,-52
3212,-50
3213,-48
3214,-47
3215,-45
3216,-44
3217,-42
3218,-40
3219,-39
3220,-38
3221,-36
3222,-35
3223,-34
3224,-33
3225,-32
3226,-31
3227,-30
3228,-30
3229,-29
3230,-28
3231,-28
3232,-27
3233,-27
3234,-27
3235,-27
3236,-26
3237,-26
3238,-26
3239,-26
3240,-26
3241,-26
3242,-26
3243,-26
3244,-26
3245,-26
3246,-27
3247,-27
3248,-27
3249,-26
3250,-26
3251,-26
3252,-26
3253,-26
3254,-26
3255,-25
3256,-25
3257,-24
3258,-24
3259,-23
3260,-22
3261,-21
3262,-20
3263,-19
3264,-18
3265,-17
3266,-16
3267,-15
3268,-14
3269,-12
3270,-11
3271,-9
3272,-8
3273,-6
3274,-5
3275,-3
3276,-2
3277,-1
3278,0
3279,1
3280,3
3281,4
3282,5
3283,6
3284,7
3285,8
3286,9
3287,10
3288,11
3289,11
3290,11
3291,11
3292,11
3293,11
3294,11
3295,10
3296,10
3297,9
3298,8
3299,6
3300,5
3301,3
3302,1
3303,0
3304,-2
3305,-4
3306,-7
3307,-10
3308,-12
3309,-15
3310,-18
3311,-22
3312,-25
3313,-28
3314,-32
3315,-35
3316,-39
3317,-43
3318,-47
3319,-51
3320,-55
3321,-59
3322,-63
3323,-67
3324,-71
3325,-75
3326,-79
3327,-83
3328,-86
3329,-89
3330,-91
3331,-93
3332,-94
3333,-95
3334,-95
3335,-94
3336,-93
3337,-91
3338,-88
3339,-86
3340,-83
3341,-79
3342,-76
3343,-73
3344,-70
3345,-67
3346,-66
3347,-66
3348,-68
3349,-71
3350,-75
3351,-80
3352,-86
3353,-90
3354,-94
3355,-97
3356,-97
3357,-96
3358,-94
3359,-93
3360,-94
3361,-100
3362,-112
3363,-129
3364,-154
3365,-183
3366,-216
3367,-247
3368,-270
3369,-282
3370,-278
3371,-253
3372,-205
3373,-133
3374,-39
3375,73
3376,197
3377,324
3378,448
3379,558
3380,646
3381,704
3382,727
3383,713
3384,663
3385,579
3386,466
3387,334
3388,192
3389,49
3390,-85
3391,-202
3392,-296
3393,-362
3394,-400
3395,-413
3396,-403
3397,-377
3398,-339
3399,-297
3400,-257
3401,-222
3402,-195
3403,-175
3404,-162
3405,-155
3406,-151
3407,-148
3408,-144
3409,-137
3410,-127
3411,-114
3412,-99
3413,-83
3414,-67
3415,-52
3416,-40
3417,-30
3418,-23
3419,-20
3420,-18
3421,-19
3422,-21
3423,-25
3424,-30
3425,-36
3426,-42
3427,-48
3428,-53
3429,-58
3430,-63
3431,-67
3432,-70
3433,-71
3434,-72
3435,-72
3436,-70
3437,-68
3438,-65
3439,-61
3440,-56
3441,-51
3442,-45
3443,-39
3444,-32
3445,-26
3446,-20
3447,-13
3448,-7
3449,-1
3450,4
3451,10
3452,16
3453,21
3454,27
3455,32
3456,37
3457,42
3458,47
3459,52
3460,57
3461,63
3462,68
3463,73
3464,79
3465,85
3466,90
3467,96
3468,102
3469,108
3470,115
3471,121
3472,128
3473,135
3474,142
3475,149
3476,156
3477,162
3478,169
3479,175
3480,181
3481,187
3482,192
3483,196
3484,200
3485,203
3486,206
3487,207
3488,208
3489,208
3490,206
3491,204
3492,201
3493,198
3494,193
3495,189
3496,183
3497,177
3498,171
3499,164
3500,157
3501,150
3502,142
3503,135
3504,127
3505,119
3506,112
3507,104
3508,97
3509,89
3510,82
3511,74
3512,67
3513,59
3514,52
3515,44
3516,37
3517,29
3518,22
3519,15
3520,8
3521,1
3522,-5
3523,-12
3524,-18
3525,-24
3526,-30
3527,-36
3528,-41
3529,-46
3530,-50
3531,-54
3532,-58
3533,-61
3534,-64
3535,-67
3536,-69
3537,-71
3538,-72
3539,-73
3540,-74
3541,-74
3542,-74
3543,-74
3544,-74
3545,-73
3546,-73
3547,-72
3548,-71
3549,-69
3550,-68
3551,-66
3552,-65
3553,-63
3554,-61
3555,-59
3556,-57
3557,-55
3558,-53
3559,-51
3560,-49
3561,-47
3562,-46
3563,-44
3564,-42
3565,-40
3566,-39
3567,-37
3568,-36
3569,-35
3570,-34
3571,-32
3572,-31
3573,-31
3574,-30
3575,-29
3576,-29
3577,-28
3578,-28
3579,-27
3580,-27
3581,-27
3582,-27
3583,-27
3584,-27
3585,-27
3586,-27
3587,-28
3588,-28
3589,-28
3590,-28
3591,-28
3592,-29
3593,-29
3594,-29
3595,-29
3596,-29
3597,-29
3598,-29
3599,-29
3600,-29
3601,-29
3602,-29
3603,-28
3604,-28
3605,-27
3606,-27
3607,-26
3608,-25
3609,-24
3610,-24
3611,-22
3612,-21
3613,-20
3614,-19
3615,-18
3616,-16
3617,-15
3618,-13
3619,-12
3620,-10
3621,-8
3622,-7
3623,-5
3624,-3
3625,-2
3626,0
3627,1
3628,2
3629,4
3630,5
3631,7
3632,8
3633,9
3634,10
3635,11
3636,12
3637,13
3638,14
3639,14
3640,15
3641,15
3642,15
3643,15
3644,14
3645,14
3646,13
3647,12
3648,11
3649,10
3650,8
3651,7
3652,5
3653,3
3654,0
3655,-1
3656,-3
3657,-6
3658,-9
3659,-11
3660,-14
3661,-17
3662,-20
3663,-23
3664,-27
3665,-30
3666,-33
3667,-37
3668,-40
3669,-43
3670,-47
3671,-50
3672,-54
3673,-57
3674,-60
3675,-63
3676,-66
3677,-68
3678,-70
3679,-72
3680,-73
3681,-74
3682,-74
3683,-74
3684,-73
3685,-72
3686,-71
3687,-69
3688,-67
3689,-65
3690,-64
3691,-63
3692,-62
3693,-63
3694,-64
3695,-66
3696,-70
3697,-74
3698,-77
3699,-80
3700,-81
3701,-80
3702,-77
3703,-72
3704,-65
3705,-59
3706,-56
3707,-59
3708,-68
3709,-86
3710,-111
3711,-143
3712,-179
3713,-213
3714,-238
3715,-249
3716,-241
3717,-208
3718,-149
3719,-64
3720,43
3721,167
3722,299
3723,430
3724,549
3725,646
3726,713
3727,747
3728,743
3729,702
3730,627
3731,524
3732,400
3733,266
3734,129
3735,-1
3736,-120
3737,-220
3738,-296
3739,-348
3740,-374
3741,-379
3742,-363
3743,-332
3744,-289
3745,-240
3746,-189
3747,-142
3748,-102
3749,-69
3750,-46
3751,-32
3752,-28
3753,-32
3754,-40
3755,-52
3756,-63
3757,-72
3758,-80
3759,-84
3760,-83
3761,-79
3762,-72
3763,-64
3764,-56
3765,-49
3766,-44
3767,-40
3768,-39
3769,-39
3770,-41
3771,-44
3772,-47
3773,-50
3774,-52
3775,-53
3776,-54
3777,-54
3778,-53
3779,-51
3780,-49
3781,-47
3782,-44
3783,-41
3784,-37
3785,-33
3786,-29
3787,-25
3788,-20
3789,-16
3790,-11
3791,-6
3792,-2
3793,2
3794,7
3795,12
3796,16
3797,21
3798,26
3799,31
3800,36
3801,41
3802,46
3803,51
3804,56
3805,60
3806,65
3807,70
3808,75
3809,80
3810,85
3811,90
3812,95
3813,101
3814,106
3815,111
3816,116
3817,122
3818,128
3819,134
3820,141
3821,147
3822,154
3823,160
3824,167
3825,174
3826,180
3827,186
3828,191
3829,196
3830,201
3831,204
3832,207
3833,209
3834,210
3835,209
3836,208
3837,206
3838,202
3839,198
3840,192
3841,186
3842,179
3843,172
3844,164
3845,156
3846,147
3847,139
3848,130
3849,121
3850,112
3851,104
3852,96
3853,88
3854,80
3855,73
3856,66
3857,60
3858,53
3859,46
3860,40
3861,34
3862,28
3863,22
3864,16
3865,11
3866,5
3867,0
3868,-5
3869,-10
3870,-15
3871,-20
3872,-24
3873,-29
3874,-33
3875,-36
3876,-40
3877,-43
3878,-45
3879,-48
3880,-50
3881,-51
3882,-53
3883,-54
3884,-54
3885,-55
3886,-55
3887,-55
3888,-55
3889,-54
3890,-53
3891,-53
3892,-52
3893,-51
3894,-49
3895,-48
3896,-47
3897,-46
3898,-44
3899,-43
3900,-41
3901,-40
3902,-39
3903,-37
3904,-36
3905,-35
3906,-34
3907,-33
3908,-32
3909,-31
3910,-30
3911,-29
3912,-29
3913,-28
3914,-28
3915,-27
3916,-27
3917,-27
3918,-27
3919,-27
3920,-27
3921,-27
3922,-27
3923,-27
3924,-27
3925,-27
3926,-28
3927,-28
3928,-28
3929,-28
3930,-28
3931,-28
3932,-29
3933,-28
3934,-28
3935,-28
3936,-28
3937,-28
3938,-27
3939,-26
3940,-26
3941,-25
3942,-24
3943,-23
3944,-21
3945,-20
3946,-18
3947,-17
3948,-15
3949,-13
3950,-10
3951,-8
3952,-6
3953,-3
3954,-1
3955,1
3956,4
3957,7
3958,10
3959,13
3960,16
3961,19
3962,22
3963,25
3964,28
3965,31
3966,34
3967,37
3968,40
3969,43
3970,45
3971,48
3972,50
3973,53
3974,55
3975,57
3976,58
3977,60
3978,61
3979,62
3980,63
3981,64
3982,64
3983,65
3984,64
3985,64
3986,63
3987,63
3988,61
3989,60
3990,58
3991,56
3992,54
3993,52
3994,49
3995,46
3996,43
3997,40
3998,36
3999,33
4000,29
4001,25
4002,21
4003,17
4004,12
4005,8
4006,4
4007,0
4008,-4
4009,-9
4010,-14
4011,-19
4012,-23
4013,-28
4014,-32
4015,-37
4016,-41
4017,-45
4018,-49
4019,-52
4020,-55
4021,-58
4022,-60
4023,-62
4024,-63
4025,-63
4026,-64
4027,-63
4028,-63
4029,-62
4030,-61
4031,-60
4032,-59
4033,-59
4034,-59
4035,-60
4036,-62
4037,-65
4038,-69
4039,-74
4040,-80
4041,-85
4042,-89
4043,-92
4044,-93
4045,-91
4046,-87
4047,-81
4048,-76
4049,-75
4050,-78
4051,-87
4052,-103
4053,-127
4054,-156
4055,-188
4056,-216
4057,-236
4058,-242
4059,-228
4060,-191
4061,-129
4062,-41
4063,68
4064,193
4065,326
4066,457
4067,577
4068,675
4069,743
4070,776
4071,771
4072,728
4073,648
4074,539
4075,407
4076,261
4077,112
4078,-33
4079,-165
4080,-277
4081,-365
4082,-425
4083,-457
4084,-464
4085,-448
4086,-412
4087,-363
4088,-306
4089,-248
4090,-194
4091,-147
4092,-110
4093,-84
4094,-70
4095,-67
4096,-73
4097,-84
4098,-98
4099,-111
4100,-121
4101,-128
4102,-129
4103,-125
4104,-117
4105,-106
4106,-94
4107,-83
4108,-74
4109,-67
4110,-64
4111,-63
4112,-66
4113,-70
4114,-76
4115,-83
4116,-89
4117,-94
4118,-99
4119,-104
4120,-107
4121,-109
4122,-111
4123,-111
4124,-111
4125,-110
4126,-108
4127,-105
4128,-102
4129,-98
4130,-93
4131,-88
4132,-83
4133,-78
4134,-72
4135,-67
4136,-61
4137,-56
4138,-50
4139,-44
4140,-39
4141,-33
4142,-27
4143,-22
4144,-16
4145,-11
4146,-5
4147,0
4148,5
4149,10
4150,16
4151,22
4152,28
4153,33
4154,39
4155,45
4156,51
4157,57
4158,63
4159,69
4160,75
4161,81
4162,87
4163,94
4164,101
4165,108
4166,116
4167,123
4168,130
4169,138
4170,145
4171,153
4172,160
4173,167
4174,173
4175,179
4176,184
4177,188
4178,192
4179,194
4180,195
4181,195
4182,194
4183,191
4184,188
4185,183
4186,177
4187,170
4188,162
4189,153
4190,143
4191,133
4192,122
4193,111
4194,99
4195,88
4196,77
4197,66
4198,55
4199,45
4200,36
4201,26
4202,18
4203,10
4204,2
4205,-4
4206,-10
4207,-15
4208,-20
4209,-24
4210,-28
4211,-32
4212,-35
4213,-38
4214,-41
4215,-44
4216,-46
4217,-49
4218,-51
4219,-53
4220,-55
4221,-58
4222,-60
4223,-62
4224,-64
4225,-67
4226,-69
4227,-71
4228,-72
4229,-74
4230,-75
4231,-77
4232,-78
4233,-78
4234,-79
4235,-79
4236,-79
4237,-79
4238,-79
4239,-79
4240,-78
4241,-77
4242,-76
4243,-75
4244,-74
4245,-73
4246,-72
4247,-71
4248,-70
4249,-69
4250,-68
4251,-67
4252,-67
4253,-66
4254,-65
4255,-64
4256,-64
4257,-63
4258,-63
4259,-62
4260,-62
4261,-62
4262,-62
4263,-62
4264,-61
4265,-61
4266,-61
4267,-61
4268,-61
4269,-61
4270,-62
4271,-62
4272,-62
4273,-62
4274,-62
4275,-62
4276,-62
4277,-63
4278,-63
4279,-63
4280,-63
4281,-63
4282,-63
4283,-63
4284,-63
4285,-63
4286,-62
4287,-62
4288,-62
4289,-61
4290,-61
4291,-60
4292,-59
4293,-58
4294,-57
4295,-56
4296,-55
4297,-54
4298,-52
4299,-51
4300,-49
4301,-47
4302,-45
4303,-43
4304,-41
4305,-39
4306,-37
4307,-35
4308,-32
4309,-30
4310,-28
4311,-25
4312,-23
4313,-20
4314,-17
4315,-15
4316,-12
4317,-10
4318,-7
4319,-5
4320,-2
4321,0
4322,1
4323,4
4324,6
4325,8
4326,10
4327,11
4328,13
4329,14
4330,16
4331,17
4332,18
4333,18
4334,19
4335,19
4336,19
4337,19
4338,19
4339,19
4340,18
4341,17
4342,16
4343,14
4344,13
4345,11
4346,9
4347,7
4348,5
4349,2
4350,0
4351,-2
4352,-5
4353,-8
4354,-12
4355,-15
4356,-18
4357,-21
4358,-25
4359,-28
4360,-32
4361,-35
4362,-39
4363,-43
4364,-46
4365,-50
4366,-53
4367,-57
4368,-60
4369,-63
4370,-66
4371,-68
4372,-71
4373,-73
4374,-74
4375,-75
4376,-76
4377,-76
4378,-75
4379,-74
4380,-73
4381,-72
4382,-70
4383,-68
4384,-67
4385,-65
4386,-64
4387,-64
4388,-64
4389,-66
4390,-68
4391,-71
4392,-75
4393,-78
4394,-81
4395,-82
4396,-82
4397,-80
4398,-75
4399,-70
4400,-65
4401,-63
4402,-64
4403,-72
4404,-86
4405,-107
4406,-133
4407,-157
4408,-176
4409,-186
4410,-188
4411,-186
4412,-177
4413,-152
4414,-100
4415,-5
4416,133
4417,303
4418,483
4419,640
4420,750
4421,803
4422,798
4423,752
4424,676
4425,584
4426,480
4427,364
4428,237
4429,106
4430,-22
4431,-137
4432,-231
4433,-300
4434,-343
4435,-362
4436,-362
4437,-346
4438,-317
4439,-281
4440,-241
4441,-202
4442,-168
4443,-141
4444,-119
4445,-103
4446,-93
4447,-88
4448,-86
4449,-87
4450,-86
4451,-84
4452,-80
4453,-75
4454,-68
4455,-59
4456,-48
4457,-37
4458,-27
4459,-19
4460,-13
4461,-9
4462,-7
4463,-8
4464,-11
4465,-16
4466,-22
4467,-29
4468,-36
4469,-42
4470,-48
4471,-54
4472,-59
4473,-63
4474,-66
4475,-68
4476,-69
4477,-69
4478,-68
4479,-66
4480,-63
4481,-60
4482,-55
4483,-50
4484,-45
4485,-39
4486,-33
4487,-26
4488,-20
4489,-14
4490,-7
4491,-1
4492,4
4493,11
4494,17
4495,23
4496,29
4497,35
4498,41
4499,47
4500,53
4501,58
4502,64
4503,70
4504,75
4505,81
4506,86
4507,92
4508,97
4509,103
4510,108
4511,114
4512,119
4513,124
4514,130
4515,135
4516,141
4517,147
4518,153
4519,159
4520,165
4521,171
4522,177
4523,184
4524,190
4525,196
4526,201
4527,206
4528,211
4529,215
4530,219
4531,222
4532,223
4533,224
4534,223
4535,222
4536,219
4537,215
4538,209
4539,203
4540,196
4541,188
4542,178
4543,168
4544,158
4545,147
4546,135
4547,123
4548,112
4549,100
4550,89
4551,78
4552,68
4553,58
4554,48
4555,40
4556,32
4557,24
4558,17
4559,12
4560,6
4561,2
4562,-1
4563,-5
4564,-8
4565,-11
4566,-13
4567,-16
4568,-18
4569,-20
4570,-22
4571,-23
4572,-25
4573,-26
4574,-28
4575,-30
4576,-31
4577,-33
4578,-34
4579,-36
4580,-37
4581,-38
4582,-39
4583,-40
4584,-41
4585,-41
4586,-41
4587,-41
4588,-41
4589,-41
4590,-41
4591,-40
4592,-39
4593,-38
4594,-37
4595,-36
4596,-35
4597,-34
4598,-33
4599,-32
4600,-31
4601,-30
4602,-29
4603,-28
4604,-27
4605,-27
4606,-26
4607,-26
4608,-26
4609,-26
4610,-25
4611,-25
4612,-26
4613,-26
4614,-26
4615,-26
4616,-27
4617,-27
4618,-28
4619,-28
4620,-29
4621,-29
4622,-30
4623,-31
4624,-31
4625,-32
4626,-33
4627,-34
4628,-34
4629,-35
4630,-36
4631,-36
4632,-37
4633,-38
4634,-38
4635,-39
4636,-39
4637,-40
4638,-40
4639,-40
4640,-40
4641,-40
4642,-40
4643,-40
4644,-40
4645,-40
4646,-39
4647,-39
4648,-38
4649,-37
4650,-37
4651,-36
4652,-35
4653,-34
4654,-32
4655,-31
4656,-30
4657,-28
4658,-26
4659,-25
4660,-23
4661,-21
4662,-19
4663,-17
4664,-15
4665,-13
4666,-11
4667,-9
4668,-7
4669,-5
4670,-2
4671,0
4672,1
4673,3
4674,5
4675,7
4676,9
4677,11
4678,13
4679,15
4680,17
4681,18
4682,20
4683,21
4684,22
4685,23
4686,24
4687,25
4688,26
4689,26
4690,26
4691,26
4692,26
4693,26
4694,25
4695,25
4696,24
4697,22
4698,21
4699,19
4700,17
4701,15
4702,13
4703,11
4704,8
4705,5
4706,2
4707,0
4708,-3
4709,-7
4710,-10
4711,-14
4712,-17
4713,-21
4714,-25
4715,-29
4716,-33
4717,-37
4718,-41
4719,-45
4720,-49
4721,-54
4722,-58
4723,-62
4724,-65
4725,-69
4726,-72
4727,-75
4728,-78
4729,-80
4730,-82
4731,-83
4732,-83
4733,-83
4734,-83
4735,-82
4736,-80
4737,-79
4738,-77
4739,-75
4740,-73
4741,-72
4742,-71
4743,-71
4744,-73
4745,-75
4746,-79
4747,-83
4748,-87
4749,-90
4750,-93
4751,-93
4752,-92
4753,-88
4754,-84
4755,-80
4756,-79
4757,-82
4758,-91
4759,-106
4760,-129
4761,-157
4762,-188
4763,-217
4764,-239
4765,-248
4766,-240
4767,-209
4768,-154
4769,-73
4770,30
4771,153
4772,286
4773,420
4774,548
4775,657
4776,739
4777,788
4778,797
4779,766
4780,697
4781,595
4782,466
4783,322
4784,172
4785,26
4786,-105
4787,-215
4788,-298
4789,-352
4790,-378
4791,-379
4792,-362
4793,-330
4794,-291
4795,-250
4796,-213
4797,-182
4798,-159
4799,-144
4800,-134
4801,-129
4802,-125
4803,-122
4804,-116
4805,-108
4806,-96
4807,-82
4808,-67
4809,-51
4810,-36
4811,-22
4812,-11
4813,-2
4814,2
4815,4
4816,4
4817,2
4818,-1
4819,-6
4820,-13
4821,-20
4822,-26
4823,-33
4824,-40
4825,-46
4826,-51
4827,-55
4828,-58
4829,-60
4830,-61
4831,-61
4832,-59
4833,-57
4834,-53
4835,-48
4836,-43
4837,-37
4838,-30
4839,-24
4840,-17
4841,-10
4842,-3
4843,3
4844,9
4845,15
4846,21
4847,27
4848,32
4849,36
4850,40
4851,44
4852,48
4853,52
4854,55
4855,58
4856,62
4857,65
4858,68
4859,72
4860,75
4861,79
4862,83
4863,87
4864,92
4865,97
4866,102
4867,108
4868,115
4869,121
4870,128
4871,136
4872,143
4873,151
4874,160
4875,168
4876,176
4877,185
4878,193
4879,201
4880,208
4881,215
4882,221
4883,226
4884,230
4885,233
4886,236
4887,237
4888,236
4889,235
4890,233
4891,229
4892,224
4893,219
4894,212
4895,204
4896,196
4897,187
4898,178
4899,169
4900,159
4901,149
4902,140
4903,131
4904,122
4905,113
4906,104
4907,96
4908,88
4909,81
4910,74
4911,67
4912,61
4913,55
4914,49
4915,44
4916,38
4917,33
4918,27
4919,22
4920,17
4921,12
4922,8
4923,3
4924,0
4925,-4
4926,-9
4927,-12
4928,-16
4929,-19
4930,-22
4931,-25
4932,-27
4933,-29
4934,-31
4935,-33
4936,-34
4937,-35
4938,-36
4939,-36
4940,-37
4941,-37
4942,-37
4943,-37
4944,-37
4945,-36
4946,-36
4947,-35
4948,-35
4949,-35
4950,-34
4951,-34
4952,-33
4953,-33
4954,-32
4955,-32
4956,-31
4957,-31
4958,-30
4959,-30
4960,-30
4961,-30
4962,-30
4963,-30
4964,-30
4965,-30
4966,-30
4967,-30
4968,-30
4969,-30
4970,-31
4971,-31
4972,-31
4973,-32
4974,-32
4975,-33
4976,-33
4977,-34
4978,-34
4979,-35
4980,-35
4981,-36
4982,-36
4983,-37
4984,-37
4985,-38
4986,-38
4987,-38
4988,-39
4989,-39
4990,-39
4991,-39
4992,-40
4993,-40
4994,-40
4995,-40
4996,-40
4997,-39
4998,-39
4999,-39
5000,-39
5001,-38
5002,-38
5003,-37
5004,-36
5005,-36
5006,-35
5007,-34
5008,-33
5009,-32
5010,-31
5011,-30
5012,-28
5013,-27
5014,-26
5015,-24
5016,-23
5017,-21
5018,-20
5019,-18
5020,-16
5021,-15
5022,-13
5023,-11
5024,-9
5025,-7
5026,-6
5027,-4
5028,-2
5029,0
5030,0
5031,2
5032,4
5033,5
5034,7
5035,8
5036,10
5037,11
5038,12
5039,13
5040,14
5041,15
5042,15
5043,16
5044,16
5045,16
5046,16
5047,16
5048,16
5049,15
5050,14
5051,13
5052,12
5053,11
5054,9
5055,7
5056,5
5057,3
5058,1
5059,0
5060,-3
5061,-6
5062,-9
5063,-12
5064,-15
5065,-19
5066,-22
5067,-25
5068,-29
5069,-32
5070,-36
5071,-40
5072,-44
5073,-47
5074,-51
5075,-55
5076,-59
5077,-63
5078,-67
5079,-71
5080,-75
5081,-78
5082,-81
5083,-84
5084,-87
5085,-89
5086,-91
5087,-92
5088,-93
5089,-93
5090,-93
5091,-92
5092,-90
5093,-89
5094,-87
5095,-86
5096,-84
5097,-83
5098,-82
5099,-83
5100,-84
5101,-87
5102,-91
5103,-95
5104,-99
5105,-103
5106,-105
5107,-105
5108,-104
5109,-100
5110,-95
5111,-91
5112,-90
5113,-94
5114,-105
5115,-123
5116,-149
5117,-182
5118,-218
5119,-252
5120,-278
5121,-290
5122,-283
5123,-253
5124,-197
5125,-116
5126,-10
5127,114
5128,249
5129,386
5130,515
5131,628
5132,715
5133,770
5134,788
5135,767
5136,708
5137,615
5138,495
5139,357
5140,209
5141,63
5142,-71
5143,-188
5144,-280
5145,-343
5146,-377
5147,-385
5148,-371
5149,-341
5150,-300
5151,-256
5152,-214
5153,-180
5154,-154
5155,-136
5156,-126
5157,-123
5158,-123
5159,-124
5160,-124
5161,-120
5162,-114
5163,-104
5164,-93
5165,-80
5166,-68
5167,-56
5168,-46
5169,-38
5170,-34
5171,-32
5172,-31
5173,-33
5174,-36
5175,-41
5176,-46
5177,-51
5178,-57
5179,-62
5180,-67
5181,-72
5182,-76
5183,-79
5184,-82
5185,-84
5186,-85
